Gene,TSS,Phenotype,P Value,Gene Score,Hit Class,External
WEE1,WEE1,-7.227283739,0.03146625,-10.85650049,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=WEE1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=WEE1)
CDK12,CDK12,-5.314677546,0.010144691,-10.59619776,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDK12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK12)
FARSB,FARSB,4.015962715,0.002567421,10.4033631,Positive Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FARSB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARSB)
MMAB,MMAB,-9.01974483,0.071972507,-10.30806537,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MMAB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMAB)
COX7A1,COX7A1,-6.208683517,0.022200394,-10.26692318,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=COX7A1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7A1)
DCXR,DCXR,-10.32955528,0.102546057,-10.21676722,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DCXR+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCXR)
NSF,NSF_ENST00000398238.4,-6.941575922,0.03503805,-10.10318659,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NSF+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSF)
TARS,TARS,-7.560007227,0.046520441,-10.07262233,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TARS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARS)
TUFM,TUFM,-7.253306706,0.042593376,-9.941802398,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TUFM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUFM)
NDUFB10,NDUFB10,-3.312452838,0.00118003,-9.699216181,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFB10+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB10)
CSNK2A1,CSNK2A1,-3.001303168,0.000592528,-9.686079071,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CSNK2A1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1)
DHPS,DHPS,-5.293521404,0.015404909,-9.593665148,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DHPS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHPS)
NDUFC2,NDUFC2,-6.192248914,0.029110365,-9.510999267,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFC2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFC2)
DBF4,DBF4,-5.231632874,0.016763478,-9.289474995,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DBF4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBF4)
SSB,SSB,-4.457027452,0.008629062,-9.199466945,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SSB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSB)
PTPMT1,PTPMT1,-3.124753353,0.001432056,-8.886923523,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTPMT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPMT1)
CSNK2B,CSNK2B,-3.359922501,0.002414964,-8.793217357,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CSNK2B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2B)
PPP6C,PPP6C,-3.083494329,0.001559268,-8.655612899,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP6C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6C)
SKP2,SKP2,-2.788724783,0.000794313,-8.645070057,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SKP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP2)
CDKN1C,CDKN1C,2.567883696,0.000470986,8.54332852,Positive Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDKN1C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C)
EARS2,EARS2,-3.359323228,0.003204768,-8.378835433,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EARS2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EARS2)
RXRG,RXRG,-9.942842769,0.14776873,-8.256710229,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RXRG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRG)
DUSP12,DUSP12,-5.238460949,0.026907895,-8.225013749,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DUSP12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP12)
APRT,APRT,-3.856846726,0.008022988,-8.082654286,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=APRT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=APRT)
EIF2AK3,EIF2AK3,3.096932568,0.002515651,8.050010462,Positive Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EIF2AK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK3)
COX7B,COX7B,-5.04781958,0.0256567,-8.030067369,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=COX7B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7B)
PI4KA,PI4KA,-5.341771936,0.03146625,-8.024169482,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PI4KA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4KA)
PRNP,PRNP,-8.462511976,0.114776899,-7.955992663,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRNP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP)
HARS,HARS,-4.366845986,0.015367104,-7.918873314,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HARS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HARS)
TRPM7,TRPM7,-2.986103433,0.002414964,-7.814899458,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRPM7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM7)
MTOR,MTOR,-4.981609018,0.027770993,-7.753419073,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MTOR+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTOR)
WARS,WARS,-3.915121456,0.010891279,-7.68507458,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=WARS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=WARS)
BGLAP,BGLAP,-4.398879838,0.01792496,-7.682827532,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BGLAP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BGLAP)
MMP17,MMP17,-5.704822258,0.045178855,-7.673355495,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MMP17+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP17)
DLD,DLD,-2.811551627,0.001964662,-7.610060962,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DLD+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLD)
NRGN,NRGN,-3.666096393,0.009110138,-7.480578199,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NRGN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRGN)
IP6K1,IP6K1,-3.999963952,0.013665994,-7.457367891,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IP6K1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K1)
NRBP1,NRBP1,-4.352735837,0.020799085,-7.321109158,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NRBP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRBP1)
EPRS,EPRS,-4.066864582,0.015962124,-7.307786869,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EPRS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPRS)
MAP2K7,MAP2K7,-3.155752098,0.004929782,-7.280863779,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP2K7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K7)
NDUFV1,NDUFV1_P1,-5.340646033,0.043870036,-7.251700134,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFV1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV1)
ROR2,ROR2,-4.943182926,0.03503805,-7.194605377,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ROR2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROR2)
CSK,CSK,-3.00104893,0.004142006,-7.150867208,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CSK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSK)
METAP1,METAP1,-3.118034231,0.005321547,-7.090291661,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=METAP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=METAP1)
PIK3C3,PIK3C3,-7.407101883,0.110578454,-7.083629938,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PIK3C3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C3)
DUSP8,DUSP8,-3.560243035,0.010326937,-7.070744036,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DUSP8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP8)
GSTO1,GSTO1,-4.162475824,0.020127806,-7.060406319,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GSTO1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTO1)
PPP1R3D,PPP1R3D,-4.767269136,0.033466976,-7.033550356,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP1R3D+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R3D)
PPP1R21,PPP1R21,-4.111138122,0.019475511,-7.032147549,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP1R21+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R21)
AKAP11,AKAP11,-3.965442208,0.017047478,-7.012249525,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AKAP11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP11)
MAPK8,MAPK8,2.382908179,0.00118003,6.977410003,Positive Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAPK8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8)
PRKRIR,PRKRIR,-5.71328472,0.061018371,-6.939009343,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRKRIR+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKRIR)
PTEN,PTEN,2.467078759,0.001626704,6.87992148,Positive Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTEN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN)
CTDP1,CTDP1,-2.708876229,0.003079115,-6.803543351,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CTDP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDP1)
GABBR1,GABBR1_P2,-5.601983428,0.063618403,-6.702309535,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GABBR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABBR1)
GARS,GARS,-6.592544948,0.10125362,-6.556875594,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GARS+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARS)
RALA,RALA,-4.706742589,0.040737376,-6.542404904,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RALA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALA)
PANK3,PANK3,-3.83470995,0.019799313,-6.531852728,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PANK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK3)
TLK1,TLK1,-3.209359768,0.009275738,-6.523510033,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TLK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLK1)
TEX14,TEX14,-6.298102272,0.096213121,-6.403694349,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TEX14+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX14)
CCT3,CCT3,3.8408298,0.022200394,6.35134717,Positive Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCT3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3)
IARS2,IARS2,-9.870802918,0.230254253,-6.295522483,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IARS2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IARS2)
NDUFB1,NDUFB1,-4.644036869,0.045845515,-6.216986759,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB1)
SUCLG1,SUCLG1,-2.201001662,0.001526525,-6.198672351,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SUCLG1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLG1)
MTFMT,MTFMT,-3.107773957,0.010144691,-6.196159062,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MTFMT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTFMT)
PRKDC,PRKDC,-3.253923869,0.012975442,-6.139756838,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRKDC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKDC)
PTGFR,PTGFR_P1,-6.571515922,0.123549193,-5.967988472,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PTGFR+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGFR)
TUBA1B,TUBA1B,-3.589716358,0.021892366,-5.957878443,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TUBA1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1B)
RABGGTA,RABGGTA,-4.030944533,0.033983835,-5.920359545,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RABGGTA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABGGTA)
MAP4K4,MAP4K4,2.132521132,0.001807203,5.849490667,Positive Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP4K4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP4K4)
WNK1,WNK1,-3.654256218,0.0256567,-5.813187882,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=WNK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK1)
NDUFS3,NDUFS3,-3.305661078,0.017628167,-5.797444743,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFS3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3)
ARF1,ARF1,-4.353353268,0.047203712,-5.772650252,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ARF1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF1)
CFL1,CFL1,-3.003318904,0.012532398,-5.712209906,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CFL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1)
ABCE1,ABCE1,-2.335220593,0.003610276,-5.703681945,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ABCE1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCE1)
ZC3HC1,ZC3HC1,-3.396005988,0.021141983,-5.687815166,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZC3HC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3HC1)
ATP5B,ATP5B,-6.845982838,0.14776873,-5.685023674,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATP5B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5B)
SGK3,SGK3_ENST00000521198.2,-3.346756664,0.021842581,-5.557945556,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SGK3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK3)
MYL12A,MYL12A_P1,-2.933966704,0.013202117,-5.513969169,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MYL12A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A)
OPRD1,OPRD1,-2.726037221,0.009615016,-5.498553346,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=OPRD1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRD1)
TP53RK,TP53RK,-3.96860201,0.041966919,-5.465133704,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TP53RK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53RK)
METAP2,METAP2,-3.794522361,0.03667166,-5.447679757,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=METAP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=METAP2)
PPP2R4,PPP2R4,-3.114166198,0.018226122,-5.416487103,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP2R4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R4)
RAMP3,RAMP3,-3.986580192,0.043870036,-5.413106193,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RAMP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP3)
PPP1R11,PPP1R11,-4.236004769,0.053741407,-5.378416994,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP1R11+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R11)
TTK,TTK,-3.031902394,0.01753912,-5.323996957,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TTK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTK)
MAP3K8,MAP3K8,5.323376082,0.10650224,5.177735209,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP3K8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K8)
PIK3R4,PIK3R4,-6.204125411,0.153021399,-5.057899789,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PIK3R4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R4)
PITPNA,PITPNA,-4.269545885,0.067226823,-5.005860719,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PITPNA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITPNA)
PRDX2,PRDX2,-4.461349484,0.07596365,-4.994008629,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRDX2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX2)
CLPB,CLPB,-4.15947946,0.064505161,-4.951467378,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CLPB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPB)
KCND3,KCND3,2.438113908,0.009444018,4.936798353,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KCND3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND3)
CAMK2A,CAMK2A,-2.196389076,0.005962049,-4.886096933,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CAMK2A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2A)
MAP3K12,MAP3K12,3.48727704,0.040134142,4.869933624,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MAP3K12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K12)
ABL2,ABL2_P2,2.13099571,0.005423783,4.828192067,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ABL2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL2)
GRK6,GRK6,-4.53665809,0.091375441,-4.714361319,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRK6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK6)
NDUFB5,NDUFB5,-1.952957227,0.003905977,-4.703248922,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFB5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB5)
TRIM33,TRIM33,-1.912242996,0.003610276,-4.670576255,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRIM33+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM33)
PPP2R2B,PPP2R2B_P1,-3.568759975,0.04930436,-4.664778532,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP2R2B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2B)
PRPF4B,PRPF4B,-5.142976824,0.125060836,-4.643484087,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRPF4B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF4B)
CYTH2,CYTH2,-2.111473943,0.006426815,-4.628359754,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CYTH2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTH2)
BRSK2,BRSK2,-2.959045358,0.027336505,-4.625748403,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BRSK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRSK2)
PPP2CA,PPP2CA,-7.964334732,0.262580034,-4.625194211,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP2CA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA)
PPP1R9B,PPP1R9B,-2.646170508,0.018226122,-4.60249952,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP1R9B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R9B)
CMPK1,CMPK1,-3.422991419,0.045845515,-4.582369375,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CMPK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMPK1)
GABRG3,GABRG3,-2.379076462,0.0121028,-4.560961133,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GABRG3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRG3)
PNKP,PNKP,-2.396400892,0.012641868,-4.54882121,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PNKP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNKP)
BHMT2,BHMT2,-2.305456715,0.011282576,-4.490088438,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BHMT2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHMT2)
MED1,MED1,-9.132753139,0.324860763,-4.459548382,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MED1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED1)
PPP1R10,PPP1R10,-1.83775158,0.00398326,-4.410165204,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP1R10+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R10)
ATM,ATM,2.002406304,0.006307665,4.405556945,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATM)
NDUFS2,NDUFS2,-4.293244398,0.09997419,-4.293725696,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFS2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS2)
VRK1,VRK1,-3.905405976,0.083381487,-4.213661091,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=VRK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK1)
PPIF,PPIF,-5.397486143,0.167722144,-4.185262542,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPIF+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIF)
SLC7A4,SLC7A4,-3.148034189,0.047203712,-4.174368409,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC7A4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A4)
HK2,HK2,-1.931292607,0.007053483,-4.155362175,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HK2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK2)
FYN,FYN,-2.92009263,0.040737376,-4.058949046,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FYN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYN)
